12	8	4	12	16	4	8	18	9	11	8	12	10	6	16	13	14	24	11	12	5	8	17	11	13	17	8	7	12	18	16	13	13	24	7	23	12	24	14	11	16	16	11	8	5	3	10	6	10	10
254	92	121	162	110	13	124	58	19	34	34	54	70	98	196	108	109	110	38	125	50	211	103	194	58	170	88	16	105	118	165	69	40	57	33	217	125	79	98	69	85	109	23	22	46	206	82	39	175	41
12	10	4	10	18	6	8	16	11	13	12	8	10	4	14	13	10	22	9	11	1	6	15	21	15	17	6	5	12	20	18	12	15	26	5	20	8	27	16	9	21	14	11	7	3	3	12	6	10	10
325	69	166	264	213	26	120	42	119	79	74	212	122	88	172	194	176	101	113	70	87	138	131	92	128	203	22	115	79	136	156	64	70	102	51	145	73	194	160	27	212	159	72	46	149	233	126	54	255	120
12	8	4	10	14	6	8	12	13	15	11	8	10	8	20	14	12	32	11	19	1	6	17	13	15	14	6	7	12	20	16	19	15	26	5	26	8	26	18	9	19	16	15	10	9	7	14	16	10	8
362	157	344	261	218	9	195	96	178	55	85	168	206	152	303	155	85	226	366	72	141	337	172	320	255	89	24	101	218	226	205	325	231	111	14	194	34	233	140	191	302	284	62	44	232	304	168	207	280	91
14	12	6	12	20	4	8	10	9	11	8	8	10	6	16	17	10	26	8	11	1	16	19	15	14	15	10	13	18	22	16	18	11	34	7	21	8	22	16	9	20	16	13	8	5	11	18	6	10	11
369	124	358	289	45	47	186	22	171	218	12	152	302	23	47	146	237	66	116	301	2	358	125	318	279	75	70	254	205	215	299	328	217	107	52	279	153	208	204	241	163	139	264	50	165	276	84	41	189	118
10	10	12	10	14	4	12	20	9	11	11	10	19	6	18	12	14	34	9	11	3	14	20	15	13	16	6	9	16	18	24	19	16	28	5	24	18	26	20	7	19	16	11	17	13	13	10	8	10	16
228	158	315	262	59	65	129	82	104	19	93	132	132	71	312	141	217	167	135	106	94	296	204	158	137	144	125	190	241	52	207	62	157	128	111	144	81	150	77	219	237	68	83	146	71	202	79	100	211	64
84	90	90	48	30	74	20	98	62	51	44	38	34	52	48	31	24	70	136	66	13	Inf	76	7	121	53	70	19	70	50	Inf	Inf	95	77	5	Inf	68	61	94	55	Inf	40	Inf	86	70	Inf	39	104	84	Inf
146	178	207	116	224	149	222	210	263	115	86	57	62	102	88	51	39	274	295	140	302	309	136	13	252	101	150	36	126	78	239	230	174	142	8	240	171	89	186	111	241	73	233	205	195	230	80	213	174	276
16	12	10	15	18	6	10	16	9	11	12	8	10	6	22	12	10	32	13	11	1	10	17	11	14	21	14	5	12	18	16	12	8	30	5	20	8	26	16	7	19	14	11	10	3	15	10	6	10	8
327	197	335	247	66	22	185	64	51	102	77	133	182	16	257	128	113	108	324	87	2	209	94	135	219	124	100	85	229	182	217	289	21	102	12	93	44	60	124	114	177	116	290	136	4	257	27	131	188	225
12	10	8	12	18	6	10	14	9	15	12	10	10	10	20	15	12	28	7	15	1	12	21	15	13	13	6	11	12	16	18	13	12	22	5	18	8	24	18	9	14	16	14	9	3	3	12	8	10	10
349	210	296	230	98	144	110	32	191	79	49	178	230	38	322	70	222	109	317	70	25	210	49	261	130	60	7	144	155	133	150	125	100	58	6	297	178	62	122	19	206	77	32	37	110	294	85	104	234	135
12	8	4	22	14	8	10	14	15	13	10	6	10	8	16	15	12	28	8	13	1	4	17	15	17	17	4	7	16	26	19	13	13	28	5	18	14	25	18	7	18	14	10	9	7	3	10	6	14	13
366	110	63	183	36	14	199	26	21	46	17	123	64	37	38	101	20	93	99	33	3	157	179	193	189	174	66	119	63	84	83	46	64	45	10	175	42	90	172	9	92	26	28	102	110	195	144	16	234	132
16	12	4	10	18	6	8	14	9	21	10	16	10	14	16	13	10	28	8	19	1	20	21	7	11	18	6	9	12	22	16	21	14	32	7	22	8	20	16	17	14	18	16	7	7	3	14	6	10	8
359	219	305	259	79	9	212	25	126	77	28	133	94	41	247	248	21	144	244	68	2	204	132	292	139	235	56	57	230	84	81	69	92	87	13	296	20	190	174	242	81	137	31	12	111	252	80	38	130	41
84	90	90	48	30	74	20	98	62	51	44	38	34	52	48	31	24	70	136	66	13	Inf	76	7	121	53	70	19	70	50	105	Inf	95	77	5	22	68	61	94	55	54	40	113	86	70	Inf	39	104	84	74
146	178	207	116	224	149	222	210	263	115	86	57	62	102	88	51	39	274	295	140	302	337	136	13	252	101	150	36	126	78	252	308	174	142	8	295	171	89	186	111	293	73	294	205	195	314	80	213	174	288
18	12	6	14	16	6	10	14	9	11	10	12	17	4	14	16	14	30	11	15	1	8	15	13	13	14	4	9	12	18	16	15	10	24	7	23	8	26	20	9	19	16	13	9	5	5	16	10	10	8
348	179	212	240	142	74	128	58	224	158	116	173	211	123	308	134	168	110	167	78	172	180	176	232	141	153	173	270	248	111	139	26	110	81	48	179	171	53	85	159	147	103	57	60	136	210	177	213	214	143
