24	16	20	26	20	16	12	20	20	14	16	16	24	22	24	24	28	20	20	18	16	28	36	28	30	26	24	34	36	24	26	38	30	30	18	20	24	20	22	12	26	24	28	20	26	34	16	26	32	14
132	126	37	106	78	87	109	40	37	110	128	125	104	62	42	77	90	83	111	60	28	87	78	53	78	104	133	120	87	113	116	108	104	81	71	41	38	47	108	13	54	69	117	47	52	133	105	108	62	115
24	16	20	26	20	16	12	20	20	14	16	16	24	22	24	24	28	20	20	18	16	28	36	28	30	26	24	34	36	24	26	38	30	30	18	20	24	20	22	12	26	24	28	20	26	34	16	26	32	14
44	24	26	39	61	38	14	38	40	15	39	43	37	52	38	62	94	22	43	42	24	76	67	32	90	88	32	84	92	26	54	91	74	36	19	26	29	45	63	12	46	26	40	40	28	102	16	91	98	51
24	16	20	26	20	16	12	20	20	14	16	16	24	22	24	24	28	20	20	18	16	28	36	28	30	26	24	34	36	24	26	38	30	30	18	20	24	20	22	12	26	24	28	20	26	34	16	26	32	14
132	126	37	106	78	87	109	40	37	110	128	125	104	62	42	77	90	83	111	60	28	87	78	53	78	104	133	120	87	113	116	108	104	81	71	41	38	47	108	13	54	69	117	47	52	133	105	108	62	115
24	16	20	26	20	16	12	20	20	14	16	16	24	22	24	24	28	20	20	18	16	28	36	28	30	26	24	34	36	24	26	38	30	30	18	20	24	20	22	12	26	24	28	20	26	34	16	26	32	14
24	16	20	26	20	16	12	20	20	14	16	16	24	22	24	24	28	20	20	18	16	28	36	28	30	26	24	34	36	24	26	38	30	30	18	20	24	20	22	12	26	24	28	20	26	34	16	26	32	14
